,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,churn
1941,WI,Igual ou superior à média,415,no,no,Inferior à média,2,2,1,1,3,2,2,1,no
1942,VA,Igual ou superior à média,408,no,no,Inferior à média,2,3,1,1,3,4,1,0,no
1943,MO,Inferior à média,415,no,no,Inferior à média,2,2,2,2,3,2,2,0,no
1944,NV,Igual ou superior à média,510,no,no,Inferior à média,2,2,2,2,3,2,2,2,no
1945,HI,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,3,2,1,2,2,1,0,no
1946,WA,Igual ou superior à média,415,no,no,Inferior à média,3,0,3,1,0,1,1,0,no
1947,IL,Inferior à média,408,no,no,Inferior à média,2,1,2,3,1,1,0,1,no
1948,IL,Inferior à média,510,no,no,Inferior à média,2,2,2,2,2,2,1,1,no
1949,LA,Igual ou superior à média,415,no,no,Inferior à média,2,2,3,2,3,3,1,0,no
1950,WI,Inferior à média,415,no,no,Inferior à média,2,2,3,1,2,2,2,3,no
1951,TX,Inferior à média,415,no,no,Inferior à média,2,2,1,2,2,1,1,1,yes
1952,MI,Igual ou superior à média,415,yes,yes,Igual ou superior à média,1,3,2,3,1,2,2,2,no
1953,NC,Igual ou superior à média,415,no,no,Inferior à média,2,1,2,3,2,3,1,2,no
1954,WA,Igual ou superior à média,408,no,no,Inferior à média,2,3,2,2,2,3,2,1,no
1955,ND,Inferior à média,510,no,no,Inferior à média,3,1,3,2,2,3,2,4,yes
1956,NE,Igual ou superior à média,415,no,no,Inferior à média,3,2,2,2,2,1,1,1,no
1957,MS,Igual ou superior à média,510,no,yes,Igual ou superior à média,2,1,2,2,1,1,3,1,no
1958,KY,Igual ou superior à média,408,no,no,Inferior à média,3,1,2,2,1,3,2,0,no
1959,RI,Igual ou superior à média,510,no,no,Inferior à média,1,3,1,2,1,0,3,0,no
1960,NY,Inferior à média,510,no,yes,Igual ou superior à média,2,1,3,3,2,0,3,0,no
1961,TX,Inferior à média,510,no,no,Inferior à média,2,2,0,1,1,2,3,4,no
1962,DE,Inferior à média,408,no,no,Inferior à média,1,3,3,2,1,1,2,1,no
1963,NM,Inferior à média,415,no,no,Inferior à média,1,1,3,4,3,2,2,0,no
1964,RI,Igual ou superior à média,415,no,no,Inferior à média,1,3,2,3,1,2,2,1,no
1965,MS,Igual ou superior à média,510,no,no,Inferior à média,2,2,2,1,2,2,2,2,no
1966,NY,Igual ou superior à média,510,no,no,Inferior à média,3,2,1,2,2,3,2,0,yes
1967,NE,Inferior à média,415,no,no,Inferior à média,2,2,2,4,3,2,0,2,no
1968,WI,Igual ou superior à média,415,no,no,Inferior à média,1,1,3,2,2,3,2,4,no
1969,KY,Inferior à média,408,no,no,Inferior à média,2,2,2,2,2,2,1,2,no
1970,SD,Inferior à média,510,no,yes,Igual ou superior à média,1,0,2,3,3,2,3,0,no
1971,VA,Igual ou superior à média,510,no,no,Inferior à média,2,3,2,3,2,1,3,0,no
1972,KS,Inferior à média,415,no,yes,Igual ou superior à média,2,2,4,3,3,2,2,1,no
1973,ND,Igual ou superior à média,415,no,no,Inferior à média,2,2,3,2,1,0,3,1,no
1974,CO,Inferior à média,510,no,yes,Igual ou superior à média,4,2,3,2,1,1,1,0,no
1975,KY,Igual ou superior à média,408,no,yes,Igual ou superior à média,2,1,1,0,3,2,2,0,yes
1976,WA,Inferior à média,408,no,no,Inferior à média,1,3,1,2,2,1,1,0,no
1977,NV,Igual ou superior à média,415,no,yes,Igual ou superior à média,3,2,2,1,2,2,2,0,no
1978,SC,Inferior à média,415,yes,no,Inferior à média,3,2,2,3,1,1,4,2,yes
1979,RI,Igual ou superior à média,510,yes,no,Inferior à média,2,1,1,0,1,2,3,0,yes
1980,ID,Inferior à média,510,no,no,Inferior à média,3,2,2,0,2,2,1,0,no
1981,KY,Inferior à média,408,no,no,Inferior à média,2,2,1,0,4,4,3,0,no
1982,ME,Inferior à média,510,no,no,Inferior à média,1,3,3,2,2,3,1,1,no
1983,SD,Igual ou superior à média,415,no,no,Inferior à média,2,1,3,1,2,2,4,1,no
1984,SC,Igual ou superior à média,510,no,yes,Inferior à média,1,2,2,1,2,1,2,0,no
1985,TN,Igual ou superior à média,415,no,no,Inferior à média,3,3,2,2,1,2,4,1,yes
1986,MT,Igual ou superior à média,408,no,yes,Igual ou superior à média,1,2,2,2,2,2,1,1,no
1988,AK,Inferior à média,408,no,no,Inferior à média,2,2,1,3,1,2,2,1,no
1989,AZ,Inferior à média,408,no,no,Inferior à média,2,1,2,2,2,3,3,0,no
1991,DE,Inferior à média,415,no,no,Inferior à média,1,1,2,2,2,3,3,1,no
1992,VA,Igual ou superior à média,510,no,no,Inferior à média,2,3,2,1,2,2,3,0,no
1993,MA,Inferior à média,510,no,no,Inferior à média,3,1,1,1,2,2,1,0,no
1994,IN,Inferior à média,510,no,no,Inferior à média,3,2,3,1,2,2,0,0,no
1995,MD,Inferior à média,510,no,no,Inferior à média,2,2,1,2,0,1,2,2,no
1996,NV,Igual ou superior à média,510,no,yes,Igual ou superior à média,3,3,3,2,2,3,2,0,no
1997,CO,Inferior à média,415,no,no,Inferior à média,2,3,4,2,2,3,1,0,no
1998,KS,Inferior à média,415,no,no,Inferior à média,3,3,1,1,1,0,3,2,no
1999,AR,Inferior à média,415,no,no,Inferior à média,1,2,2,2,2,1,2,0,no
2000,WY,Igual ou superior à média,408,no,no,Inferior à média,1,3,2,2,1,0,2,3,no
2001,PA,Inferior à média,415,no,no,Inferior à média,2,1,1,2,2,3,2,0,no
2003,NY,Igual ou superior à média,408,no,no,Inferior à média,2,2,2,3,3,2,3,1,no
2004,OR,Inferior à média,415,yes,no,Inferior à média,2,2,1,2,2,4,3,2,no
2005,CA,Inferior à média,510,no,no,Inferior à média,2,1,2,1,3,2,4,0,no
2006,NY,Igual ou superior à média,415,no,no,Inferior à média,1,2,2,1,2,2,2,2,no
2007,AR,Inferior à média,510,no,yes,Igual ou superior à média,2,2,1,2,2,1,1,0,no
2008,MI,Igual ou superior à média,510,no,no,Inferior à média,3,1,3,2,2,3,1,2,no
2009,OK,Inferior à média,415,no,yes,Igual ou superior à média,3,2,2,2,0,2,3,1,no
2010,TX,Inferior à média,415,no,no,Inferior à média,1,2,2,1,2,2,1,1,no
2011,NC,Inferior à média,408,no,no,Inferior à média,1,4,2,4,1,1,3,2,no
2012,ID,Inferior à média,415,no,no,Inferior à média,2,2,2,2,2,3,2,2,no
2013,IL,Igual ou superior à média,408,no,no,Inferior à média,2,2,1,2,1,2,1,0,no
2014,OR,Inferior à média,415,no,no,Inferior à média,2,1,2,2,1,2,2,0,no
2015,SD,Inferior à média,510,no,no,Inferior à média,2,1,2,2,2,2,3,0,no
2016,NE,Inferior à média,408,no,no,Inferior à média,3,3,1,2,1,1,3,1,no
2017,RI,Inferior à média,510,no,no,Inferior à média,2,3,3,1,2,3,2,1,no
2018,MD,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,3,2,2,2,3,2,1,no
2019,ID,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,2,3,2,2,3,1,4,no
2020,ME,Inferior à média,415,no,yes,Igual ou superior à média,2,2,2,1,1,2,2,1,no
2021,SD,Igual ou superior à média,415,no,no,Inferior à média,3,1,2,2,2,1,0,0,no
2022,NY,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,2,2,2,2,2,2,1,no
2023,DE,Igual ou superior à média,408,no,no,Inferior à média,1,1,2,2,2,2,2,2,no
2024,OK,Inferior à média,415,no,no,Inferior à média,2,2,0,3,2,1,3,0,no
2025,SC,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,2,2,1,1,2,3,0,no
2026,IN,Igual ou superior à média,510,no,no,Inferior à média,2,3,2,1,2,4,3,0,no
2027,NV,Inferior à média,415,no,no,Inferior à média,2,2,2,2,3,3,3,2,no
2028,IL,Inferior à média,408,yes,yes,Igual ou superior à média,2,4,2,2,2,2,2,0,no
2029,SD,Inferior à média,510,no,no,Inferior à média,4,2,1,2,4,3,2,0,yes
2030,OK,Igual ou superior à média,415,yes,no,Inferior à média,2,1,2,4,2,2,3,4,yes
2031,KS,Inferior à média,415,no,yes,Igual ou superior à média,2,1,3,3,1,2,2,0,no
2032,IA,Igual ou superior à média,510,no,no,Inferior à média,1,1,3,2,2,3,2,3,no
2033,NJ,Igual ou superior à média,415,no,no,Inferior à média,1,3,3,0,2,0,3,4,no
2034,NJ,Igual ou superior à média,408,no,no,Inferior à média,3,1,3,1,3,0,2,1,yes
2035,MT,Inferior à média,415,no,no,Inferior à média,1,3,2,2,4,3,3,0,no
2036,IA,Inferior à média,510,no,no,Inferior à média,2,1,3,1,2,1,2,0,no
2037,WA,Igual ou superior à média,415,no,no,Inferior à média,3,3,2,2,1,3,1,2,no
2038,NE,Inferior à média,408,no,no,Inferior à média,1,3,3,2,1,2,1,3,no
2039,TX,Igual ou superior à média,408,no,no,Inferior à média,3,2,2,2,3,2,2,3,yes
2040,MS,Igual ou superior à média,415,no,yes,Igual ou superior à média,1,1,2,2,2,3,2,0,no
2041,IA,Igual ou superior à média,510,no,yes,Igual ou superior à média,1,3,2,4,3,1,2,0,no
2042,WI,Igual ou superior à média,415,no,yes,Igual ou superior à média,3,0,2,1,1,2,2,1,no
2043,MT,Inferior à média,415,no,yes,Igual ou superior à média,3,0,3,2,2,2,2,3,no
2044,GA,Inferior à média,408,no,no,Inferior à média,1,3,2,2,1,1,1,1,no
2045,MT,Inferior à média,510,yes,yes,Igual ou superior à média,2,3,1,2,2,3,2,4,no
2046,ND,Inferior à média,415,no,no,Inferior à média,3,3,3,2,0,2,3,1,no
2047,VT,Igual ou superior à média,415,no,no,Inferior à média,2,2,2,1,3,3,2,1,no
2048,SD,Igual ou superior à média,510,no,no,Inferior à média,2,3,2,3,2,2,3,1,no
2049,OH,Igual ou superior à média,510,no,yes,Igual ou superior à média,2,2,1,3,3,3,2,3,no
2050,OH,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,3,2,2,2,1,1,0,no
2051,MT,Igual ou superior à média,408,no,no,Inferior à média,3,1,1,3,3,2,1,1,no
2052,IL,Inferior à média,415,yes,no,Inferior à média,3,3,2,2,2,2,1,2,no
2053,NV,Igual ou superior à média,415,no,no,Inferior à média,1,2,2,2,2,3,2,2,no
2054,UT,Igual ou superior à média,408,no,no,Inferior à média,3,2,3,3,0,4,3,1,no
2055,NH,Inferior à média,408,no,no,Inferior à média,1,2,2,2,1,3,1,0,no
2056,LA,Inferior à média,415,no,no,Inferior à média,2,2,1,1,1,2,3,0,no
2057,VT,Igual ou superior à média,415,no,no,Inferior à média,1,2,2,2,2,3,3,2,no
2058,NY,Inferior à média,415,no,yes,Igual ou superior à média,1,1,2,2,2,2,2,0,no
2059,CT,Inferior à média,415,no,no,Inferior à média,3,0,3,2,3,2,3,3,no
2060,KS,Inferior à média,408,no,no,Inferior à média,3,2,2,4,3,0,2,0,yes
2061,MI,Igual ou superior à média,510,no,yes,Igual ou superior à média,2,3,3,0,2,2,1,1,no
2062,SD,Igual ou superior à média,510,no,yes,Igual ou superior à média,3,2,2,2,1,2,2,0,no
2063,ME,Igual ou superior à média,415,no,no,Inferior à média,2,2,3,2,2,3,2,1,no
2064,MD,Inferior à média,415,no,no,Inferior à média,1,3,1,4,3,2,2,1,no
2065,VA,Inferior à média,415,no,no,Inferior à média,1,0,2,2,3,1,2,0,no
2066,NJ,Igual ou superior à média,415,no,no,Inferior à média,2,0,3,2,1,1,3,2,no
2067,TN,Igual ou superior à média,510,no,yes,Igual ou superior à média,2,2,3,2,2,3,3,1,no
2068,DC,Inferior à média,408,no,no,Inferior à média,2,2,3,1,1,2,2,0,no
2069,DC,Igual ou superior à média,408,no,no,Inferior à média,2,3,1,2,0,0,3,1,no
2070,OR,Inferior à média,408,no,no,Inferior à média,3,3,3,2,2,3,2,0,yes
2071,RI,Inferior à média,415,no,no,Inferior à média,2,2,2,1,1,3,3,1,no
2072,AK,Igual ou superior à média,510,no,no,Inferior à média,2,3,4,2,3,1,0,3,no
2073,WI,Igual ou superior à média,408,no,no,Inferior à média,2,3,1,3,1,1,1,2,no
2074,IN,Igual ou superior à média,415,no,no,Inferior à média,2,3,3,2,3,3,2,1,no
2075,MI,Inferior à média,408,no,no,Inferior à média,1,3,4,2,2,3,1,1,no
2076,ID,Inferior à média,510,no,yes,Igual ou superior à média,2,2,1,3,2,4,2,0,no
2077,NH,Inferior à média,408,yes,no,Inferior à média,3,3,3,1,2,3,2,0,yes
2078,MN,Igual ou superior à média,408,no,no,Inferior à média,3,4,1,2,3,3,3,0,no
2079,AZ,Inferior à média,415,no,no,Inferior à média,1,2,2,1,0,1,0,1,no
2080,MN,Igual ou superior à média,415,no,no,Inferior à média,3,2,2,3,3,2,3,3,no
2081,MO,Igual ou superior à média,415,no,no,Inferior à média,2,1,4,3,3,1,3,1,no
2082,AL,Inferior à média,408,no,no,Inferior à média,2,2,0,3,3,2,2,2,no
2083,PA,Inferior à média,415,no,yes,Igual ou superior à média,3,2,2,2,2,1,2,1,no
2084,AK,Inferior à média,510,no,no,Inferior à média,2,1,2,1,1,2,1,2,no
2085,MS,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,1,2,3,2,2,2,1,no
2086,IA,Inferior à média,415,no,no,Inferior à média,1,2,1,1,2,2,2,2,no
2087,WY,Igual ou superior à média,408,no,no,Inferior à média,1,1,3,2,2,1,3,0,no
2088,NE,Igual ou superior à média,408,no,no,Inferior à média,2,2,2,2,2,3,2,3,no
2089,ND,Inferior à média,415,no,no,Inferior à média,3,1,2,2,1,2,4,0,no
2090,CT,Inferior à média,415,no,no,Inferior à média,1,2,4,1,2,2,2,2,no
2091,NC,Igual ou superior à média,415,no,yes,Igual ou superior à média,3,2,3,2,1,2,2,1,no
2092,CT,Inferior à média,510,no,no,Inferior à média,2,0,3,2,1,1,1,0,no
2093,ND,Inferior à média,408,no,no,Inferior à média,3,2,1,4,2,2,2,1,no
2094,WA,Igual ou superior à média,408,no,no,Inferior à média,2,1,3,1,2,2,3,0,no
2095,NV,Igual ou superior à média,415,no,no,Inferior à média,2,2,1,1,2,1,2,2,no
2096,CO,Inferior à média,408,no,no,Inferior à média,3,3,2,2,1,2,3,1,no
2097,KS,Inferior à média,510,no,yes,Igual ou superior à média,3,1,1,2,1,1,4,1,no
2098,CO,Inferior à média,510,no,no,Inferior à média,2,0,2,3,2,1,2,1,no
2099,MO,Inferior à média,415,no,no,Inferior à média,1,2,3,3,2,2,2,1,no
2100,MA,Inferior à média,510,no,no,Inferior à média,4,2,3,2,3,3,2,1,yes
2101,NY,Igual ou superior à média,408,no,yes,Igual ou superior à média,0,3,1,2,1,2,3,2,no
2102,AK,Igual ou superior à média,415,no,no,Inferior à média,2,2,2,2,2,2,1,2,no
2103,WI,Igual ou superior à média,415,no,no,Inferior à média,3,2,2,2,2,2,3,0,no
2104,NH,Inferior à média,408,no,no,Inferior à média,4,2,2,2,2,1,2,1,yes
2105,TN,Igual ou superior à média,510,no,no,Inferior à média,1,1,2,2,1,1,2,1,no
2106,NY,Inferior à média,408,no,no,Inferior à média,3,1,3,2,1,1,2,2,no
2107,GA,Igual ou superior à média,408,yes,yes,Igual ou superior à média,3,1,1,2,2,2,3,0,yes
2108,MN,Igual ou superior à média,408,no,no,Inferior à média,3,3,3,1,2,1,2,2,yes
2109,MI,Igual ou superior à média,510,no,no,Inferior à média,1,1,2,1,1,1,2,1,no
2110,ID,Igual ou superior à média,408,no,yes,Igual ou superior à média,2,2,3,2,1,3,3,0,no
2111,CT,Igual ou superior à média,415,no,yes,Igual ou superior à média,1,2,2,1,2,2,2,2,no
2112,NC,Igual ou superior à média,415,no,no,Inferior à média,1,2,1,2,4,1,3,0,no
2113,LA,Igual ou superior à média,415,no,no,Inferior à média,1,2,2,1,1,1,3,0,yes
2114,NJ,Inferior à média,408,no,no,Inferior à média,4,2,3,3,3,1,2,1,yes
2115,TX,Igual ou superior à média,408,no,no,Inferior à média,3,1,1,2,2,2,3,1,no
2116,CA,Igual ou superior à média,510,yes,no,Inferior à média,2,3,2,1,3,2,4,0,yes
2117,MD,Inferior à média,510,no,no,Inferior à média,2,1,1,1,1,1,3,1,no
2118,WY,Igual ou superior à média,415,no,no,Inferior à média,3,2,1,2,2,3,3,2,no
2119,TX,Inferior à média,510,yes,no,Inferior à média,2,3,2,1,2,2,2,0,yes
2120,CA,Igual ou superior à média,408,no,no,Inferior à média,3,2,3,2,3,1,2,1,yes
2121,UT,Inferior à média,510,no,no,Inferior à média,2,1,2,2,2,1,3,0,no
2122,WA,Inferior à média,510,no,no,Inferior à média,1,2,3,1,1,2,3,0,no
2123,MS,Inferior à média,510,no,yes,Igual ou superior à média,3,1,3,2,3,2,4,0,no
2124,OH,Igual ou superior à média,408,no,no,Inferior à média,1,2,1,3,2,1,1,0,no
2125,KS,Inferior à média,415,no,no,Inferior à média,0,3,1,2,3,2,2,0,no
2126,RI,Igual ou superior à média,415,no,yes,Igual ou superior à média,1,0,2,2,3,1,0,4,no
2127,IN,Inferior à média,510,no,no,Inferior à média,3,2,2,2,3,2,2,2,no
2128,VT,Inferior à média,408,no,no,Inferior à média,2,1,2,1,2,3,2,1,no
2129,MT,Inferior à média,408,no,yes,Igual ou superior à média,1,2,0,2,2,2,2,2,no
2130,CT,Igual ou superior à média,408,no,yes,Igual ou superior à média,2,2,3,3,4,4,1,1,no
2131,NM,Inferior à média,415,no,no,Inferior à média,3,1,3,2,1,3,2,4,no
2132,OH,Inferior à média,408,no,yes,Igual ou superior à média,1,1,2,2,3,1,2,1,no
2133,GA,Igual ou superior à média,510,no,no,Inferior à média,1,4,2,1,2,3,1,0,no
2134,MN,Igual ou superior à média,510,no,yes,Igual ou superior à média,2,2,2,1,2,2,2,3,no
2135,CT,Inferior à média,415,no,no,Inferior à média,2,0,2,3,3,1,3,0,no
2136,AL,Inferior à média,415,no,no,Inferior à média,2,4,2,2,1,3,2,0,no
2137,WV,Inferior à média,415,no,no,Inferior à média,2,2,3,1,2,2,2,2,no
2138,NH,Igual ou superior à média,415,no,no,Inferior à média,3,2,2,2,1,2,2,0,no
2139,WY,Igual ou superior à média,415,no,no,Inferior à média,2,2,3,3,3,3,2,0,no
2140,VA,Inferior à média,510,yes,no,Inferior à média,3,3,2,2,3,2,3,1,yes
2141,VT,Inferior à média,415,no,no,Inferior à média,2,0,1,3,3,1,3,1,no
2142,OH,Inferior à média,510,no,yes,Igual ou superior à média,1,2,2,2,3,2,1,0,no
2143,MT,Inferior à média,415,no,no,Inferior à média,1,1,2,3,1,2,3,0,yes
2144,MA,Inferior à média,415,no,no,Inferior à média,2,2,1,1,2,2,2,1,no
2145,VA,Igual ou superior à média,415,no,no,Inferior à média,1,1,1,1,1,1,3,0,no
2146,NM,Igual ou superior à média,415,no,no,Inferior à média,2,2,2,3,4,1,2,1,no
2147,AR,Inferior à média,408,yes,no,Inferior à média,2,3,1,2,1,1,2,1,no
2148,NE,Igual ou superior à média,415,no,no,Inferior à média,3,2,3,2,1,2,3,1,yes
2149,WY,Inferior à média,408,no,no,Inferior à média,1,2,2,1,2,2,2,2,no
2150,IA,Igual ou superior à média,415,no,yes,Igual ou superior à média,4,1,1,1,1,1,2,1,no
2151,SC,Igual ou superior à média,415,no,no,Inferior à média,3,3,4,1,2,3,3,1,yes
2152,NC,Inferior à média,415,no,no,Inferior à média,1,2,1,2,3,2,2,2,no
2153,HI,Igual ou superior à média,415,yes,yes,Igual ou superior à média,3,3,1,3,1,2,2,0,no
2154,UT,Inferior à média,415,no,no,Inferior à média,1,1,2,1,1,3,2,1,no
2155,WY,Igual ou superior à média,408,yes,no,Inferior à média,2,3,3,2,3,2,3,3,no
2156,AL,Igual ou superior à média,408,no,no,Inferior à média,3,2,3,2,1,2,3,1,yes
2157,VA,Inferior à média,415,no,no,Inferior à média,3,3,2,1,2,2,2,4,no
2158,WI,Igual ou superior à média,510,no,no,Inferior à média,2,2,1,3,2,2,2,0,no
2159,FL,Igual ou superior à média,510,yes,no,Inferior à média,0,1,3,2,3,2,3,0,yes
2160,KS,Igual ou superior à média,415,no,no,Inferior à média,2,2,2,3,3,2,3,0,no
2161,NV,Inferior à média,408,yes,no,Inferior à média,1,2,4,2,2,1,1,0,yes
2162,NY,Inferior à média,415,no,no,Inferior à média,2,1,1,2,2,0,3,1,no
2163,VA,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,1,4,3,2,2,1,1,no
2164,KS,Igual ou superior à média,415,no,no,Inferior à média,3,1,3,2,2,3,1,4,no
2165,NC,Igual ou superior à média,510,yes,no,Inferior à média,3,1,3,2,1,3,2,0,yes
2166,MO,Igual ou superior à média,415,no,no,Inferior à média,2,2,3,3,2,2,3,0,no
2167,ND,Igual ou superior à média,510,no,no,Inferior à média,2,1,3,3,1,1,2,0,no
2168,CA,Igual ou superior à média,510,no,no,Inferior à média,1,2,2,2,3,2,1,3,no
2169,WV,Igual ou superior à média,415,no,no,Inferior à média,2,3,1,4,0,2,2,0,no
2170,IL,Igual ou superior à média,415,no,no,Inferior à média,2,0,2,3,3,1,2,0,no
2171,NY,Inferior à média,415,no,no,Inferior à média,2,3,2,2,3,1,2,1,no
2172,NV,Inferior à média,510,no,no,Inferior à média,2,1,2,2,2,3,1,0,no
2173,AL,Igual ou superior à média,408,no,no,Inferior à média,3,1,1,1,2,2,2,1,no
2174,KS,Inferior à média,510,yes,no,Inferior à média,0,3,2,3,1,2,3,2,yes
2175,ND,Igual ou superior à média,510,no,no,Inferior à média,1,2,0,2,1,2,2,1,no
2176,OK,Igual ou superior à média,415,no,no,Inferior à média,1,3,2,2,2,1,2,1,no
2177,UT,Inferior à média,415,no,no,Inferior à média,2,1,2,1,2,2,1,1,no
2178,OH,Igual ou superior à média,415,no,no,Inferior à média,2,0,1,3,3,2,3,0,no
2179,WY,Inferior à média,510,no,no,Inferior à média,1,3,3,2,1,1,1,1,no
2180,NM,Inferior à média,415,no,yes,Igual ou superior à média,1,1,2,2,0,3,2,0,no
2181,AL,Igual ou superior à média,415,no,no,Inferior à média,2,3,1,2,3,2,0,2,no
2182,DC,Igual ou superior à média,510,no,yes,Igual ou superior à média,3,2,2,2,2,3,3,1,no
2183,ID,Igual ou superior à média,510,no,yes,Igual ou superior à média,2,3,3,2,3,2,3,1,no
2184,AR,Igual ou superior à média,510,no,no,Inferior à média,2,2,3,4,2,2,3,2,no
2185,ID,Inferior à média,415,no,yes,Igual ou superior à média,2,3,3,2,2,2,2,1,no
2186,TX,Igual ou superior à média,415,no,no,Inferior à média,2,4,1,1,2,1,3,0,no
2187,NM,Inferior à média,415,no,no,Inferior à média,3,1,4,1,2,3,2,0,yes
2188,WA,Igual ou superior à média,415,no,no,Inferior à média,2,3,2,2,2,0,3,1,yes
2189,UT,Inferior à média,510,no,no,Inferior à média,1,2,4,3,3,1,1,1,no
2190,RI,Igual ou superior à média,510,no,no,Inferior à média,1,3,2,1,1,3,2,1,no
2191,NC,Inferior à média,408,no,yes,Igual ou superior à média,1,2,3,2,2,2,2,0,no
2192,RI,Igual ou superior à média,415,no,no,Inferior à média,1,3,2,2,1,1,1,3,no
2193,NY,Inferior à média,510,no,no,Inferior à média,2,1,3,1,2,3,1,2,no
2194,TX,Igual ou superior à média,408,no,no,Inferior à média,3,2,2,1,2,2,2,0,no
